asset_number,asset_description,lamp_type_lupvalue,lamp_rating_w,mounting_type_lupvalue,lat,lon,location
1346572,Feature Lighting - Docklands,1,,Bridge Beam,-37.82098612919445,144.95414329746708,"(-37.82098612919445, 144.95414329746708)"
1348275,Feature Lighting - Docklands,1,,Canopy,-37.81762784999415,144.95158067653244,"(-37.81762784999415, 144.95158067653244)"
1539971,Feature Lighting - Newquay Promenade between Saint Mangos Lane and Rakaia Way,9,,Pole: Multiple Fixed,-37.81496588279596,144.94151056739963,"(-37.81496588279596, 144.94151056739963)"
1540452,Feature Lighting - Newquay Promenade between Rakaia Way and Dopel Way,1,50,Pole: Multiple Fixed,-37.815286405748736,144.94082372321304,"(-37.815286405748736, 144.94082372321304)"
1542238,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.818694853910806,144.97391488659105,"(-37.818694853910806, 144.97391488659105)"
1542918,Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade,12,,Pole: Multiple Fixed,-37.8239435597997,144.94725587890156,"(-37.8239435597997, 144.94725587890156)"
1346691,Feature Lighting - Docklands,1,,Inground,-37.81743515166674,144.94551972995916,"(-37.81743515166674, 144.94551972995916)"
1539570,Feature Lighting - Rakaia Way between Caravel Lane and Newquay Promenade,9,,Pole: Multiple Fixed,-37.815007370693955,144.94123417303,"(-37.815007370693955, 144.94123417303)"
1347555,Feature Lighting - Docklands,1,50,Inground,-37.81533371005958,144.9443365244504,"(-37.81533371005958, 144.9443365244504)"
1540884,Feature Lighting - Shrine of Remembrance,9,,Pole: Multiple Fixed,-37.823541858332355,144.97089341280383,"(-37.823541858332355, 144.97089341280383)"
1606696,Feature Lighting - Point Park,1,,,-37.82312522050448,144.94179056377936,"(-37.82312522050448, 144.94179056377936)"
1347715,Feature Lighting - Docklands,1,,Inground,-37.81546370027263,144.94024036477506,"(-37.81546370027263, 144.94024036477506)"
1348172,Feature Lighting - Docklands,5,35,Inground,-37.82401995317205,144.94769803090722,"(-37.82401995317205, 144.94769803090722)"
1543845,Feature Lighting - Melbourne - Clifton Hill Railway,3,35,Pole: Multiple Fixed,-37.816476764308575,144.98349040745097,"(-37.816476764308575, 144.98349040745097)"
1544725,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81868773659004,144.97390860167482,"(-37.81868773659004, 144.97390860167482)"
1487913,Feature Lighting - Docklands,,,,-37.81628172981936,144.93992497656396,"(-37.81628172981936, 144.93992497656396)"
1487683,Feature Lighting - Docklands,,,,-37.81902554715227,144.9434296089678,"(-37.81902554715227, 144.9434296089678)"
1540060,Feature Lighting - Newquay Promenade between Rakaia Way and Dopel Way,13,,Pole: Multiple Fixed,-37.81526489134508,144.9405725925769,"(-37.81526489134508, 144.9405725925769)"
1540896,Feature Lighting - Manningham Street between Church Street and Lennon Street,2,14,Pole: Multiple Fixed,-37.78678517442258,144.94192555544183,"(-37.78678517442258, 144.94192555544183)"
1544138,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81928605590476,144.97445048294972,"(-37.81928605590476, 144.97445048294972)"
1543622,Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing,9,,Pole: Multiple Fixed,-37.822644108258864,144.94642806993144,"(-37.822644108258864, 144.94642806993144)"
1346857,Feature Lighting - Docklands,3,36,Parapet,-37.81786569050355,144.95031161848013,"(-37.81786569050355, 144.95031161848013)"
1348279,Feature Lighting - Docklands,1,18,Bollard,-37.82381277720111,144.94353708879868,"(-37.82381277720111, 144.94353708879868)"
1544007,Feature Lighting - Upfield Railway,9,,Pole: Multiple Fixed,-37.786952782653124,144.94145563735177,"(-37.786952782653124, 144.94145563735177)"
1346650,Feature Lighting - Docklands,1,,Inground,-37.81478643702988,144.94214651650972,"(-37.81478643702988, 144.94214651650972)"
1346987,Feature Lighting - Docklands,4,,Bridge Beam,-37.81771951625205,144.95046049042435,"(-37.81771951625205, 144.95046049042435)"
1347222,Feature Lighting - Docklands,3,36,Parapet,-37.81761289936259,144.94901870186024,"(-37.81761289936259, 144.94901870186024)"
1539757,Feature Lighting - Southbank Pedestrian Bridge between Southbank Promenade and Flinders Walk,,,,-37.81971482611657,144.9651322125398,"(-37.81971482611657, 144.9651322125398)"
1502908,Feature Lighting - Southbank Pedestrian Bridge,,,Inground,-37.81978640181609,144.96511786405074,"(-37.81978640181609, 144.96511786405074)"
1346573,Feature Lighting - Docklands,1,500,Building Facade,-37.81694074909186,144.94319170669948,"(-37.81694074909186, 144.94319170669948)"
1347094,Feature Lighting - Docklands,1,18,Bollard,-37.823592152155484,144.94329356951596,"(-37.823592152155484, 144.94329356951596)"
1346398,Feature Lighting - Docklands,,,,-37.81848418532463,144.94424904808878,"(-37.81848418532463, 144.94424904808878)"
1541719,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.8234648170577,144.9473624056514,"(-37.8234648170577, 144.9473624056514)"
1544575,Feature Lighting - Enterprize Park,13,35,Pole: Multiple Fixed,-37.819860550950274,144.95978102084646,"(-37.819860550950274, 144.95978102084646)"
1544657,Feature Lighting - Collins Street between Spencer Street and Batmans Hill Drive,13,70,Pole: Multiple Fixed,-37.82001854284411,144.95124277419126,"(-37.82001854284411, 144.95124277419126)"
1348404,Feature Lighting - Docklands,5,70,Inground,-37.824944969776766,144.94572406849463,"(-37.824944969776766, 144.94572406849463)"
1541567,Feature Lighting - Intersection of Lonsdale Street and Russell Street,13,14,Pole: Multiple Fixed,-37.810738592427256,144.96722817419015,"(-37.810738592427256, 144.96722817419015)"
1346695,Feature Lighting - Docklands,5,70,Inground,-37.81884682711309,144.94611668745742,"(-37.81884682711309, 144.94611668745742)"
1347289,Feature Lighting - Docklands,1,18,Bollard,-37.82408456580257,144.9435780892351,"(-37.82408456580257, 144.9435780892351)"
1540431,Feature Lighting - Collins Street between Spencer Street and Batmans Hill Drive,13,70,Pole: Multiple Fixed,-37.819219864338976,144.95323949160678,"(-37.819219864338976, 144.95323949160678)"
1539945,Feature Lighting - Charles Grimes Bridge between Wurundjeri Way and Montague Street,13,70,Pole: Multiple Fixed,-37.823930363649595,144.94812281003556,"(-37.823930363649595, 144.94812281003556)"
1540882,Feature Lighting - Shrine of Remembrance,9,,Pole: Multiple Fixed,-37.82352067153709,144.97088000175472,"(-37.82352067153709, 144.97088000175472)"
1544117,Feature Lighting - City Square,13,14,Pole: Multiple Fixed,-37.8163676414401,144.96715441345,"(-37.8163676414401, 144.96715441345)"
1346826,Feature Lighting - Docklands,5,150,Parapet,-37.817622153782004,144.94892451015053,"(-37.817622153782004, 144.94892451015053)"
1347928,Feature Lighting - Docklands,5,70,Inground,-37.81386258441498,144.94224413266514,"(-37.81386258441498, 144.94224413266514)"
1543262,Feature Lighting - Collins Landing between Australian Wharf and Collins Street,9,,Pole: Multiple Fixed,-37.82206412875814,144.94451906699157,"(-37.82206412875814, 144.94451906699157)"
1347672,Feature Lighting - Docklands,1,,Inground,-37.81461464526779,144.942651831733,"(-37.81461464526779, 144.942651831733)"
1539311,Feature Lighting - Newquay Promenade between Saint Mangos Lane and Aquitania Way,1,50,Pole: Multiple Fixed,-37.81485872281999,144.9418811384519,"(-37.81485872281999, 144.9418811384519)"
1347516,Feature Lighting - Docklands,5,70,Inground,-37.8198587392848,144.95104088983746,"(-37.8198587392848, 144.95104088983746)"
1540890,Feature Lighting - Shrine of Remembrance,9,,Pole: Multiple Fixed,-37.823554570451535,144.97075796125023,"(-37.823554570451535, 144.97075796125023)"
1540331,Feature Lighting - Intersection of Flinders Street and Queens Bridge,9,200,Pole: Multiple Fixed,-37.82012222114427,144.96017798777856,"(-37.82012222114427, 144.96017798777856)"
1502863,Feature Lighting - Southbank Pedestrian Bridge,,,Inground,-37.81961971774274,144.96510415182647,"(-37.81961971774274, 144.96510415182647)"
1540803,Feature Lighting - St Kilda Road between Yarra River and Southbank Boulevard,13,150,Pole: Multiple Fixed,-37.822113361148276,144.96990602559205,"(-37.822113361148276, 144.96990602559205)"
1539864,Feature Lighting - Saint Mangos Lane between Caravel Lane and Newquay Promenade,9,,Pole: Multiple Fixed,-37.81465400657089,144.94173335727808,"(-37.81465400657089, 144.94173335727808)"
1487648,Feature Lighting - Docklands,,,,-37.82020508484164,144.94482693765227,"(-37.82020508484164, 144.94482693765227)"
1541090,Feature Lighting - NewQuay Promenade between Doepel Way and Pearl River Road,9,,Pole: Multiple Fixed,-37.81551584228191,144.93999302384145,"(-37.81551584228191, 144.93999302384145)"
1541289,Feature Lighting - Little Bourke Street between Russell Street and Swanston Street,13,14,Pole: Multiple Fixed,-37.811866979352686,144.96742933987258,"(-37.811866979352686, 144.96742933987258)"
1543079,Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade,12,,Pole: Multiple Fixed,-37.82356603558286,144.94731558593634,"(-37.82356603558286, 144.94731558593634)"
1539922,Feature Lighting - Harbour Esplanade between Bourke Street and La Trobe Street,13,70,Pole: Multiple Fixed,-37.818769431994916,144.9460860701901,"(-37.818769431994916, 144.9460860701901)"
1487613,Feature Lighting - Docklands,,,,-37.8202204816936,144.94515466582433,"(-37.8202204816936, 144.94515466582433)"
1544440,Feature Lighting - Wurundjeri Way between Batmans Hill Drive and Flinders Street,3,14,Pole: Multiple Fixed,-37.82232424440135,144.95145280579354,"(-37.82232424440135, 144.95145280579354)"
1347428,Feature Lighting - Docklands,5,70,Inground,-37.819557501747674,144.95208604920168,"(-37.819557501747674, 144.95208604920168)"
1542528,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81921215050229,144.97438538115202,"(-37.81921215050229, 144.97438538115202)"
1541235,Feature Lighting - Little Bourke Street between Exhibition Street and Russell Street,13,14,Pole: Multiple Fixed,-37.8111888897719,144.96987417338732,"(-37.8111888897719, 144.96987417338732)"
1540430,Feature Lighting - River Esplanade between Webb Bridge and Swinging Basin Lane,9,10,Pole: Multiple Fixed,-37.82431306409589,144.9439112577366,"(-37.82431306409589, 144.9439112577366)"
1539900,Feature Lighting - Harbour Esplanade between Bourke Street and La Trobe Street,13,35,Pole: Multiple Fixed,-37.818277407574946,144.94580287079935,"(-37.818277407574946, 144.94580287079935)"
1539300,Feature Lighting - Eighteen Pence Lane from Lorimer Street,13,35,Pole: Multiple Fixed,-37.824825760993505,144.94550757177245,"(-37.824825760993505, 144.94550757177245)"
1544370,Feature Lighting - Docklands Park,13,14,Pole: Multiple Fixed,-37.8202334572403,144.9463216960178,"(-37.8202334572403, 144.9463216960178)"
1346531,Feature Lighting - Docklands,1,,Inground,-37.81463619372503,144.9425766129647,"(-37.81463619372503, 144.9425766129647)"
1543075,Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade,12,,Pole: Multiple Fixed,-37.82352960446312,144.9473152209211,"(-37.82352960446312, 144.9473152209211)"
1540003,Feature Lighting - Northbank between Banana Alley and Southbank Pedestrian Bridge,2,125,Pole: Multiple Fixed,-37.8192535694192,144.9650571793276,"(-37.8192535694192, 144.9650571793276)"
1540502,Feature Lighting - Cargo Lane from Lorimer Street,10,35,Pole: Multiple Fixed,-37.82478385068722,144.94738274096156,"(-37.82478385068722, 144.94738274096156)"
1544539,Feature Lighting -,9,,Pole: Multiple Fixed,-37.82277340012155,144.94679358820144,"(-37.82277340012155, 144.94679358820144)"
1539313,Feature Lighting - Newquay Promenade between Saint Mangos Lane and Aquitania Way,9,25,Building Eve,-37.81451808277681,144.9426084044088,"(-37.81451808277681, 144.9426084044088)"
1540139,Feature Lighting - Riverside Quay Reserve,9,,Pole: Multiple Fixed,-37.82069202919171,144.96403567258383,"(-37.82069202919171, 144.96403567258383)"
1347351,Feature Lighting - Docklands,1,,Building Facade,-37.82131570148194,144.9322106506816,"(-37.82131570148194, 144.9322106506816)"
1540990,Feature Lighting - Seafarers Rest,2,14,Pole: Multiple Fixed,-37.822976167238416,144.95144203302266,"(-37.822976167238416, 144.95144203302266)"
1542723,Feature Lighting - Swanston Street between Flinders Lane and Collins Street,9,,Pole: Multiple Fixed,-37.816097138233054,144.9669367520562,"(-37.816097138233054, 144.9669367520562)"
1540596,Feature Lighting - Collins Street between Spencer Street and Batmans Hill Drive,13,70,Pole: Multiple Fixed,-37.820324820523666,144.94942914018216,"(-37.820324820523666, 144.94942914018216)"
1543895,Feature Lighting - Carlton Gardens South,13,70,Pole: Multiple Fixed,-37.805793617254366,144.97321754694016,"(-37.805793617254366, 144.97321754694016)"
1542732,Feature Lighting -,12,,Pole: Multiple Fixed,-37.82353582283706,144.9472823683266,"(-37.82353582283706, 144.9472823683266)"
1502907,Feature Lighting - Southbank Pedestrian Bridge,,,Inground,-37.82002827416457,144.96506032670692,"(-37.82002827416457, 144.96506032670692)"
1540156,Feature Lighting - Newquay Promenade between Harbour Esplanade and Palmyra Way,9,,Pole: Multiple Fixed,-37.81406855945191,144.94407261700403,"(-37.81406855945191, 144.94407261700403)"
1541460,Feature Lighting - Collins Street between Spencer Street and Batmans Hill Drive,4,250,Pole: Multiple Fixed,-37.82011798362051,144.95043486354888,"(-37.82011798362051, 144.95043486354888)"
1542254,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81816111941186,144.97351465153378,"(-37.81816111941186, 144.97351465153378)"
1543062,Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade,12,,Pole: Multiple Fixed,-37.82306056000608,144.94721646557747,"(-37.82306056000608, 144.94721646557747)"
1542276,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81849563459999,144.97381004007664,"(-37.81849563459999, 144.97381004007664)"
1515795,Feature Lighting - Flood Lighting - Buncle Reserve,,,,-37.79351646523121,144.93935839454005,"(-37.79351646523121, 144.93935839454005)"
1543204,Feature Lighting - Lennon Street from Manningham Street,9,,Pole: Multiple Fixed,-37.78678386051089,144.94176828635383,"(-37.78678386051089, 144.94176828635383)"
1543522,Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing,9,,Pole: Multiple Fixed,-37.82241322117505,144.94539967838043,"(-37.82241322117505, 144.94539967838043)"
1540766,Feature Lighting - Queensbridge Square between Queens Bridge Street and Southbank Boulevard,13,14,Pole: Multiple Fixed,-37.8210873206746,144.96160760519757,"(-37.8210873206746, 144.96160760519757)"
1544869,Feature Lighting - Birrarung Marr,9,,Bridge Beam,-37.818930098534075,144.97419686605707,"(-37.818930098534075, 144.97419686605707)"
1539599,Feature Lighting - NewQuay Promenade between Doepel Way and Pearl River Road,13,35,Pole: Multiple Fixed,-37.815526755495824,144.93991224995034,"(-37.815526755495824, 144.93991224995034)"
1502810,Feature Lighting - Southbank,,70,Pole: Multiple Fixed,-37.82003738298248,144.96576998572348,"(-37.82003738298248, 144.96576998572348)"
1347783,Feature Lighting - Docklands,1,,Building Facade,-37.82120592248487,144.9332090068438,"(-37.82120592248487, 144.9332090068438)"
1346599,Feature Lighting - Docklands,3,36,Parapet,-37.81795415858254,144.9506771222303,"(-37.81795415858254, 144.9506771222303)"
1540658,Feature Lighting - Lower Promenade,9,,Pole: Multiple Fixed,-37.81970693841037,144.9678558111027,"(-37.81970693841037, 144.9678558111027)"
1544704,Feature Lighting -,,,Pole: Multiple Fixed,-37.82406685673557,144.95223969935162,"(-37.82406685673557, 144.95223969935162)"
1542674,Feature Lighting -,9,,Pole: Multiple Fixed,-37.822596702488106,144.94583626721237,"(-37.822596702488106, 144.94583626721237)"
1347929,Feature Lighting - Docklands,5,35,Inground,-37.81524640119326,144.94075304231293,"(-37.81524640119326, 144.94075304231293)"
1544633,Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade,12,,Pole: Multiple Fixed,-37.82378823297348,144.94742750184068,"(-37.82378823297348, 144.94742750184068)"
1544261,Feature Lighting - Birrarung Marr,13,70,Pole: Multiple Fixed,-37.81825343050205,144.97097253799336,"(-37.81825343050205, 144.97097253799336)"
1542843,Feature Lighting -,12,,Pole: Multiple Fixed,-37.82400532799107,144.94720951284597,"(-37.82400532799107, 144.94720951284597)"
1346808,Feature Lighting - Docklands,1,4,Fender,-37.815511794052895,144.94064984882243,"(-37.815511794052895, 144.94064984882243)"
1543575,Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing,9,,Pole: Multiple Fixed,-37.82262621808131,144.94635327175027,"(-37.82262621808131, 144.94635327175027)"
1542664,Feature Lighting -,9,,Pole: Multiple Fixed,-37.822790179077685,144.9467580677029,"(-37.822790179077685, 144.9467580677029)"
1540646,Feature Lighting - Victoria Harbour Promenade between Harbour Esplanade and Enterprize Way,1,50,Pole: Multiple Fixed,-37.818141177370535,144.94517434786707,"(-37.818141177370535, 144.94517434786707)"
1346620,Feature Lighting - Docklands,5,70,Inground,-37.81575841212831,144.9452724120441,"(-37.81575841212831, 144.9452724120441)"
1544149,Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade,12,,Pole: Multiple Fixed,-37.82327159073127,144.94731112371412,"(-37.82327159073127, 144.94731112371412)"
1487793,Feature Lighting - Docklands,,,,-37.81427462132633,144.94339932515803,"(-37.81427462132633, 144.94339932515803)"
1540487,Feature Lighting - NewQuay Promenade between Doepel Way and Pearl River Road,9,,Pole: Multiple Fixed,-37.81526733290446,144.9408049419087,"(-37.81526733290446, 144.9408049419087)"
1540176,Feature Lighting - Victoria Green,9,,Pole: Multiple Fixed,-37.82026655202005,144.94530625765614,"(-37.82026655202005, 144.94530625765614)"
1542286,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.818602394720315,144.9739043135602,"(-37.818602394720315, 144.9739043135602)"
1346603,Feature Lighting - Docklands,5,35,Inground,-37.8239911822694,144.9476822069185,"(-37.8239911822694, 144.9476822069185)"
1542796,Feature Lighting -,12,,Pole: Multiple Fixed,-37.82289015109157,144.94712547236415,"(-37.82289015109157, 144.94712547236415)"
1544234,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81907125650939,144.9743221526814,"(-37.81907125650939, 144.9743221526814)"
1502835,Feature Lighting - Southbank,,125,Wall,-37.81988840309848,144.9664420642512,"(-37.81988840309848, 144.9664420642512)"
1347895,Feature Lighting - Docklands,1,18,Bollard,-37.82412924581696,144.94390315826902,"(-37.82412924581696, 144.94390315826902)"
1541895,Feature Lighting - Melbourne Convention Exhibition Centre Bridge between South Wharf and North Wharf,,,Pole: Multiple Fixed,-37.82328762427084,144.95169925220074,"(-37.82328762427084, 144.95169925220074)"
1347245,Feature Lighting - Docklands,1,,Building Facade,-37.815733763164815,144.944491118707,"(-37.815733763164815, 144.944491118707)"
1348346,Feature Lighting - Docklands,1,,Inground,-37.81490588419595,144.9410648161196,"(-37.81490588419595, 144.9410648161196)"
1540619,Feature Lighting - Victoria Harbour Promenade between Harbour Esplanade and Enterprize Way,1,50,Pole: Multiple Fixed,-37.8185919251218,144.94401175038868,"(-37.8185919251218, 144.94401175038868)"
1542627,Feature Lighting -,9,,Pole: Multiple Fixed,-37.82270999243778,144.94637602151386,"(-37.82270999243778, 144.94637602151386)"
1541516,Feature Lighting -,12,,Pole: Multiple Fixed,-37.81962748359466,144.96518701313124,"(-37.81962748359466, 144.96518701313124)"
1348074,Feature Lighting - Docklands,5,70,Inground,-37.819271748938185,144.95384635303918,"(-37.819271748938185, 144.95384635303918)"
1543797,Feature Lighting - Swanston Street between Little Lonsdale Street and La Trobe Street,9,,Pole: Multiple Fixed,-37.80976777264452,144.9640212273321,"(-37.80976777264452, 144.9640212273321)"
1543951,Feature Lighting - City Square,13,14,Pole: Multiple Fixed,-37.815494653088685,144.9670739471789,"(-37.815494653088685, 144.9670739471789)"
1348362,Feature Lighting - Docklands,1,20,Tree,-37.81377174647901,144.94043084987712,"(-37.81377174647901, 144.94043084987712)"
1347024,Feature Lighting - Docklands,1,,Bridge Beam,-37.81438112008331,144.94753339789636,"(-37.81438112008331, 144.94753339789636)"
1540602,Feature Lighting - Collins Street between Spencer Street and Batmans Hill Drive,13,70,Pole: Multiple Fixed,-37.8192928098824,144.9529930044118,"(-37.8192928098824, 144.9529930044118)"
1543949,Feature Lighting - Bullens Lane between Russell Street and Little Bourke Street,13,400,Pole: Multiple Fixed,-37.81262187650198,144.9675131588819,"(-37.81262187650198, 144.9675131588819)"
1541755,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.82391869788101,144.9472850867852,"(-37.82391869788101, 144.9472850867852)"
1348354,Feature Lighting - Docklands,5,70,Inground,-37.81460436014449,144.94087770830566,"(-37.81460436014449, 144.94087770830566)"
1347337,Feature Lighting - Docklands,3,36,Parapet,-37.81756173773832,144.94954117646856,"(-37.81756173773832, 144.94954117646856)"
1347663,Feature Lighting - Docklands,5,35,Inground,-37.81516003415403,144.9409891314869,"(-37.81516003415403, 144.9409891314869)"
1543696,Feature Lighting - Birrarung Marr,,35,Pole: Multiple Fixed,-37.81818244941038,144.9735581874493,"(-37.81818244941038, 144.9735581874493)"
1540384,Feature Lighting - Enterprize Park,9,32,Pole: Multiple Fixed,-37.8202832255162,144.96054533286178,"(-37.8202832255162, 144.96054533286178)"
1544501,Feature Lighting - Intersection of Russell Street and Little Bourke Street,13,14,Pole: Multiple Fixed,-37.811868038894026,144.96748164294797,"(-37.811868038894026, 144.96748164294797)"
1544223,Feature Lighting - Birrarung Marr,13,35,Pole: Multiple Fixed,-37.8193467423403,144.9741281568908,"(-37.8193467423403, 144.9741281568908)"
1542773,Feature Lighting -,12,,Pole: Multiple Fixed,-37.82313266291111,144.94719893406304,"(-37.82313266291111, 144.94719893406304)"
1348058,Feature Lighting - Docklands,5,70,Inground,-37.81945843278691,144.95362578436698,"(-37.81945843278691, 144.95362578436698)"
1540582,Feature Lighting - Victoria Harbour,9,,Pole: Multiple Fixed,-37.81542428134366,144.94165845859908,"(-37.81542428134366, 144.94165845859908)"
1541963,Feature Lighting - South Wharf Promenade,,,Pole: Multiple Fixed,-37.82410808860486,144.952078636269,"(-37.82410808860486, 144.952078636269)"
1543634,Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing,9,,Pole: Multiple Fixed,-37.82266381115334,144.94643106276598,"(-37.82266381115334, 144.94643106276598)"
1346576,Feature Lighting - Docklands,3,36,Parapet,-37.81758479250366,144.95026800765694,"(-37.81758479250366, 144.95026800765694)"
1544032,Feature Lighting - Victoria Harbour,13,70,Pole: Multiple Fixed,-37.8184009011404,144.94446736437183,"(-37.8184009011404, 144.94446736437183)"
1542748,Feature Lighting -,12,,Pole: Multiple Fixed,-37.82339380835192,144.94726956032005,"(-37.82339380835192, 144.94726956032005)"
1541708,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.823330817034694,144.9473404157642,"(-37.823330817034694, 144.9473404157642)"
1542261,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81827499699539,144.97361520903237,"(-37.81827499699539, 144.97361520903237)"
1542752,Feature Lighting -,12,,Pole: Multiple Fixed,-37.82335857078181,144.94726291736748,"(-37.82335857078181, 144.94726291736748)"
1348444,Feature Lighting - Docklands,1,,Inground,-37.814598675002685,144.94266515677162,"(-37.814598675002685, 144.94266515677162)"
1542062,Feature Lighting - Birrarung Marr,13,70,Pole: Multiple Fixed,-37.81891662354423,144.97316792607256,"(-37.81891662354423, 144.97316792607256)"
1540026,Feature Lighting - Victoria Green,3,,Pole: Multiple Fixed,-37.82025076086782,144.94475776291924,"(-37.82025076086782, 144.94475776291924)"
1543339,Feature Lighting -,,,,-37.824977179127494,144.9471568652249,"(-37.824977179127494, 144.9471568652249)"
1543263,Feature Lighting - Collins Landing between Australian Wharf and Collins Street,9,,Pole: Multiple Fixed,-37.8220606093944,144.94453599734183,"(-37.8220606093944, 144.94453599734183)"
1348246,Feature Lighting - Docklands,5,70,Inground,-37.81982707440246,144.95116324128202,"(-37.81982707440246, 144.95116324128202)"
1347629,Feature Lighting - Docklands,3,36,Inground,-37.81488776307639,144.9414823848053,"(-37.81488776307639, 144.9414823848053)"
1487834,Feature Lighting - Docklands,,,,-37.81408558431297,144.944012948543,"(-37.81408558431297, 144.944012948543)"
1539193,Feature Lighting - Newquay Promenade between Saint Mangos Lane and Rakaia Way,16,,Under Seat,-37.815020427948525,144.9414500961411,"(-37.815020427948525, 144.9414500961411)"
1540844,Feature Lighting - St Kilda Road between Yarra River and Southbank Boulevard,13,150,Pole: Multiple Fixed,-37.8214876207224,144.96944306748165,"(-37.8214876207224, 144.96944306748165)"
1348197,Feature Lighting - Docklands,5,35,Inground,-37.81515063060418,144.94044063461965,"(-37.81515063060418, 144.94044063461965)"
1540074,Feature Lighting - Newquay Promenade between Rakaia Way and Dopel Way,9,,Pole: Multiple Fixed,-37.81511459259396,144.94118677825443,"(-37.81511459259396, 144.94118677825443)"
1347718,Feature Lighting - Docklands,5,70,Inground,-37.82473581120334,144.94719419482266,"(-37.82473581120334, 144.94719419482266)"
1539714,Feature Lighting - Newquay Promenade between Saint Mangos Lane and Rakaia Way,9,,Pole: Multiple Fixed,-37.81530297951758,144.94169431642447,"(-37.81530297951758, 144.94169431642447)"
1539416,Feature Lighting -,13,70,Pole: Multiple Fixed,-37.824471478028,144.9466266866385,"(-37.824471478028, 144.9466266866385)"
1541753,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.823905557582094,144.94724977162147,"(-37.823905557582094, 144.94724977162147)"
1347031,Feature Lighting - Docklands,3,36,Parapet,-37.817602130466966,144.94912890757277,"(-37.817602130466966, 144.94912890757277)"
1540567,Feature Lighting - Victoria Harbour,1,,Pole: Multiple Fixed,-37.816271613335225,144.93999173498804,"(-37.816271613335225, 144.93999173498804)"
1542933,Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade,12,,Pole: Multiple Fixed,-37.82381360167616,144.94729337486044,"(-37.82381360167616, 144.94729337486044)"
1539508,Feature Lighting -,13,70,Pole: Multiple Fixed,-37.82440635083798,144.9460186333145,"(-37.82440635083798, 144.9460186333145)"
1541504,Feature Lighting - Queensbridge Square between Queens Bridge Street and Southbank Boulevard,13,14,Pole: Multiple Fixed,-37.82152166430925,144.96156334875832,"(-37.82152166430925, 144.96156334875832)"
1346988,Feature Lighting - Docklands,1,,Building Facade,-37.82091717053954,144.93244736939653,"(-37.82091717053954, 144.93244736939653)"
1544030,Feature Lighting - Swinging Basin Lane,13,35,Pole: Multiple Fixed,-37.8244402589679,144.94362972365093,"(-37.8244402589679, 144.94362972365093)"
1543411,Feature Lighting - Upfield Railway,9,,Pole: Multiple Fixed,-37.78700735728398,144.9414977417668,"(-37.78700735728398, 144.9414977417668)"
1544331,Feature Lighting - Lennon Street from Manningham Street,9,,Pole: Multiple Fixed,-37.7870439692106,144.94129386928773,"(-37.7870439692106, 144.94129386928773)"
1542533,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81930247928302,144.97446495003567,"(-37.81930247928302, 144.97446495003567)"
1541308,Feature Lighting - Little Bourke Street between Russell Street and Swanston Street,13,14,Pole: Multiple Fixed,-37.81191571688959,144.9674950539892,"(-37.81191571688959, 144.9674950539892)"
1502969,Feature Lighting - Northbank,,125,Wall,-37.81909137913605,144.9656477075705,"(-37.81909137913605, 144.9656477075705)"
1539288,Feature Lighting - River Esplanade between Webb Bridge and Swinging Basin Lane,9,10,Pole: Multiple Fixed,-37.82349662848098,144.94311820824132,"(-37.82349662848098, 144.94311820824132)"
1542483,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81931205505613,144.97453587802067,"(-37.81931205505613, 144.97453587802067)"
1542697,Feature Lighting -,9,,Pole: Multiple Fixed,-37.82255278037067,144.9456270096719,"(-37.82255278037067, 144.9456270096719)"
1539493,Feature Lighting - River Esplanade between Webb Bridge and Swinging Basin Lane,3,14,Pole: Multiple Fixed,-37.82450157013075,144.94606314137604,"(-37.82450157013075, 144.94606314137604)"
