Census year	Block ID	Property ID	Base property ID	Street address	CLUE small area	Trading name	Industry (ANZSIC4) code	Industry (ANZSIC4) description	Seating type	Number of seats	xcoord	ycoord	Location				
2017	1103	632898	632898	706-738 Bourke Street	Docklands	Hawkers Corner	4511	Cafes and Restaurants	Seats - Indoor	60	144.9490176	-37.81792089	"(-37.81792089, 144.9490176)"				
2017	74	104664	104664	116-122 Hardware Street	Melbourne (CBD)	The Hardware Societe	4511	Cafes and Restaurants	Seats - Outdoor	20	144.9607032	-37.81194755	"(-37.81194755, 144.9607032)"				
2017	52	101172	101172	578-606 Bourke Street	Melbourne (CBD)	Mistress Bourke	4511	Cafes and Restaurants	Seats - Indoor	100	144.9561073	-37.81571393	"(-37.81571393, 144.9561073)"				
2017	1108	604118	604118	834-846 Bourke Street	Docklands	Subway Vic Harbour	4512	Takeaway Food Services	Seats - Indoor	10	144.9431188	-37.81977079	"(-37.81977079, 144.9431188)"				
2017	803	111175	110477	8 Whiteman Street	Southbank	Lumia Bar	4520	"Pubs, Taverns and Bars"	Seats - Indoor	110	144.9586604	-37.82312164	"(-37.82312164, 144.9586604)"				
2017	25	102084	102084	259-263 Collins Street	Melbourne (CBD)	Sushi Sushi	4512	Takeaway Food Services	Seats - Indoor	12	144.9653407	-37.81620631	"(-37.81620631, 144.9653407)"				
2017	85	105746	105746	183-265 La Trobe Street	Melbourne (CBD)	Nene Chicken Melbourne Central	4512	Takeaway Food Services	Seats - Outdoor	6	144.9630189	-37.81073331	"(-37.81073331, 144.9630189)"				
2017	48	101110	101110	45-49 Bourke Street	Melbourne (CBD)	Shuji Sushi	4511	Cafes and Restaurants	Seats - Indoor	88	144.9719053	-37.8119837	"(-37.8119837, 144.9719053)"				
2017	61	105857	105857	594-600 Little Bourke Street	Melbourne (CBD)	Hotel Ibis Little Bourke Street	4400	Accommodation	Seats - Indoor	60	144.9545715	-37.815375	"(-37.815375, 144.9545715)"				
2017	245	110987	110987	660-674 Swanston Street	Carlton	Momo Sushi	4512	Takeaway Food Services	Seats - Indoor	18	144.9642885	-37.80099105	"(-37.80099105, 144.9642885)"				
2017	361	109837	109837	268-276 Victoria Street	North Melbourne	Hallah	4511	Cafes and Restaurants	Seats - Indoor	50	144.9573902	-37.80580455	"(-37.80580455, 144.9573902)"				
2017	1101	108973	108973	85-161 Spencer Street	Docklands	Hungry Jack's	4511	Cafes and Restaurants	Seats - Indoor	100	144.9523393	-37.81815358	"(-37.81815358, 144.9523393)"				
2017	862	109532	109532	2-14 Hope Street	South Yarra	Bistro Gitan	4511	Cafes and Restaurants	Seats - Indoor	74	144.9793098	-37.83713808	"(-37.83713808, 144.9793098)"				
2017	270	664626	104468	230 Grattan Street	Parkville	Lab 39	4511	Cafes and Restaurants	Seats - Outdoor	61	144.9612468	-37.79739836	"(-37.79739836, 144.9612468)"				
2017	35	105928	105928	317-321 Little Collins Street	Melbourne (CBD)	Caffe E Biscotti	4511	Cafes and Restaurants	Seats - Outdoor	15	144.9642254	-37.81528948	"(-37.81528948, 144.9642254)"				
2017	747	627248	627248	63-75 Coventry Street	Southbank	Manchipster Fish And Burger Bar	4511	Cafes and Restaurants	Seats - Indoor	40	144.9679591	-37.82998246	"(-37.82998246, 144.9679591)"				
2017	12	103997	103997	472-482 Flinders Street	Melbourne (CBD)	Riverside Deli & Coffee House	4511	Cafes and Restaurants	Seats - Indoor	50	144.9582721	-37.81974184	"(-37.81974184, 144.9582721)"				
2017	87	108568	108568	296-298 Russell Street	Melbourne (CBD)	Shu Grill Bar	4511	Cafes and Restaurants	Seats - Indoor	30	144.9669287	-37.80957196	"(-37.80957196, 144.9669287)"				
2017	67	105679	105679	131-137 Lonsdale Street	Melbourne (CBD)	1st Choice Restaurant	4511	Cafes and Restaurants	Seats - Indoor	60	144.96853	-37.81098009	"(-37.81098009, 144.96853)"				
2017	38	108272	108272	22 Ridgway Place	Melbourne (CBD)	Liaision	4512	Takeaway Food Services	Seats - Indoor	22	144.9724886	-37.81292259	"(-37.81292259, 144.9724886)"				
2017	58	101224	101224	78-84 Bourke Street	Melbourne (CBD)	Grossi Florentino	4511	Cafes and Restaurants	Seats - Outdoor	54	144.9708473	-37.81172969	"(-37.81172969, 144.9708473)"				
2017	212	633373	633373	497-513 Rathdowne Street	Carlton	Providence Cafe & Eatery	4511	Cafes and Restaurants	Seats - Outdoor	22	144.9706731	-37.79365073	"(-37.79365073, 144.9706731)"				
2017	65	105698	105698	269-321 Lonsdale Street	Melbourne (CBD)	Sushi Hon	4512	Takeaway Food Services	Seats - Indoor	20	144.9638386	-37.81245199	"(-37.81245199, 144.9638386)"				
2017	252	106240	106240	174-178 Lygon Street	Carlton	Lemongrass	4511	Cafes and Restaurants	Seats - Outdoor	16	144.96678	-37.80305855	"(-37.80305855, 144.96678)"				
2017	252	106247	106247	140-146 Lygon Street	Carlton	La Notte Restaurant	4511	Cafes and Restaurants	Seats - Indoor	180	144.9667231	-37.803783	"(-37.803783, 144.9667231)"				
2017	424	109710	109710	315 Victoria Street	West Melbourne (Residential)	The Bodega	4520	"Pubs, Taverns and Bars"	Seats - Outdoor	8	144.9510475	-37.80556768	"(-37.80556768, 144.9510475)"				
2017	2385	616892	616892	64-90 Sutton Street	North Melbourne	64 Sutton	4511	Cafes and Restaurants	Seats - Outdoor	30	144.937872	-37.7916558	"(-37.7916558, 144.937872)"				
2017	239	101048	101048	213-221 Berkeley Street	Carlton	Garage Cafe & Bar	4511	Cafes and Restaurants	Seats - Indoor	70	144.9584099	-37.80041082	"(-37.80041082, 144.9584099)"				
2017	56	101200	101200	222-244 Bourke Street	Melbourne (CBD)	Gloria Jean's Coffees	4511	Cafes and Restaurants	Seats - Indoor	20	144.9662952	-37.81272047	"(-37.81272047, 144.9662952)"				
2017	87	106059	106059	100 Little Lonsdale Street	Melbourne (CBD)	Gami Chicken and Beer	4511	Cafes and Restaurants	Seats - Indoor	48	144.9687195	-37.80913623	"(-37.80913623, 144.9687195)"				
2017	268	108154	108153	49 Rathdowne Street	Carlton	Epocha Restaurant	4511	Cafes and Restaurants	Seats - Outdoor	30	144.9685944	-37.80578725	"(-37.80578725, 144.9685944)"				
2017	802	110384	110384	102-156 City Road	Southbank	BMW Melbourne Pty Ltd	3911	Car Retailing	Seats - Indoor	24	144.9629727	-37.82289124	"(-37.82289124, 144.9629727)"				
2017	45	105961	105961	304-306 Little Collins Street	Melbourne (CBD)	Local Birds	4512	Takeaway Food Services	Seats - Outdoor	4	144.9643486	-37.81473293	"(-37.81473293, 144.9643486)"				
2017	559	581061	573767	70 Speakmen Street	Kensington	Don't Tell Charles Coffee & Desserts	4511	Cafes and Restaurants	Seats - Indoor	14	144.9163635	-37.79387621	"(-37.79387621, 144.9163635)"				
2017	66	105885	105885	204 Little Bourke Street	Melbourne (CBD)	Ling Nam Chinese Restaurant	4511	Cafes and Restaurants	Seats - Indoor	90	144.9665408	-37.81199247	"(-37.81199247, 144.9665408)"				
2017	356	107902	107902	445-447 Queensberry Street	North Melbourne	Grigons & Orr Corner Store	4511	Cafes and Restaurants	Seats - Outdoor	20	144.952777	-37.80357227	"(-37.80357227, 144.952777)"				
2017	82	106031	106031	466-468 Little Lonsdale Street	Melbourne (CBD)	Silhouette's Cafe & Restaurant	4511	Cafes and Restaurants	Seats - Indoor	40	144.955573	-37.81290439	"(-37.81290439, 144.955573)"				
2017	31	102109	102109	612-624 Collins Street	Melbourne (CBD)	Choix Creperie Cafe	4511	Cafes and Restaurants	Seats - Outdoor	6	144.9543505	-37.81867544	"(-37.81867544, 144.9543505)"				
2017	720	108627	108627	415-421 St Kilda Road	Melbourne (Remainder)	Famish'd	4511	Cafes and Restaurants	Seats - Indoor	28	144.9770428	-37.83774553	"(-37.83774553, 144.9770428)"				
2017	67	105679	105679	131-137 Lonsdale Street	Melbourne (CBD)	Encore Restaurant & Bar	4511	Cafes and Restaurants	Seats - Indoor	35	144.96853	-37.81098009	"(-37.81098009, 144.96853)"				
2017	274	107697	107696	Royal Parade	Carlton	Carlton Cafe	4511	Cafes and Restaurants	Seats - Indoor	70	144.9613973	-37.78509079	"(-37.78509079, 144.9613973)"				
2017	257	105524	105524	100-106 Leicester Street	Carlton	Stovetop	4511	Cafes and Restaurants	Seats - Outdoor	16	144.9608587	-37.8037076	"(-37.8037076, 144.9608587)"				
2017	64	103187	103187	219-233 Elizabeth Street	Melbourne (CBD)	Shanghai Street	4511	Cafes and Restaurants	Seats - Outdoor	8	144.9622831	-37.81321386	"(-37.81321386, 144.9622831)"				
2017	87	103614	103614	311 Exhibition Street	Melbourne (CBD)	Food Stories Chinese Canteen	4511	Cafes and Restaurants	Seats - Outdoor	6	144.9687046	-37.80869914	"(-37.80869914, 144.9687046)"				
2017	14	108115	108115	20-26 Queen Street	Melbourne (CBD)	Maha Bar & Grill	4511	Cafes and Restaurants	Seats - Indoor	80	144.9625299	-37.81819275	"(-37.81819275, 144.9625299)"				
2017	862	109532	109532	2-14 Hope Street	South Yarra	Bistro Gitan	4511	Cafes and Restaurants	Seats - Outdoor	6	144.9793098	-37.83713808	"(-37.83713808, 144.9793098)"				
2017	247	106231	106231	240 Lygon Street	Carlton	Piccolo Mondo	4511	Cafes and Restaurants	Seats - Indoor	120	144.9672464	-37.80158026	"(-37.80158026, 144.9672464)"				
2017	78	603923	580091	32-54 Lonsdale Street	Melbourne (CBD)	Goz City	4511	Cafes and Restaurants	Seats - Indoor	11	144.9707325	-37.8091842	"(-37.8091842, 144.9707325)"				
2017	42	105392	105392	120-138 King Street	Melbourne (CBD)	El Coco	4520	"Pubs, Taverns and Bars"	Seats - Indoor	60	144.9564078	-37.81703156	"(-37.81703156, 144.9564078)"				
2017	790	589462	589462	38-46 Sabre Drive	Port Melbourne	Sabre Cafe	4511	Cafes and Restaurants	Seats - Outdoor	22	144.9063359	-37.82797655	"(-37.82797655, 144.9063359)"				
2017	95	103307	103307	380 Elizabeth Street	Melbourne (CBD)	Nando's	4511	Cafes and Restaurants	Seats - Indoor	58	144.9614913	-37.80985709	"(-37.80985709, 144.9614913)"				
2017	747	627248	627248	63-75 Coventry Street	Southbank	Restuarant Ayams Chef	4511	Cafes and Restaurants	Seats - Outdoor	8	144.9679591	-37.82998246	"(-37.82998246, 144.9679591)"				
2017	38	103627	103627	104-110 Exhibition Street	Melbourne (CBD)	Subway	4512	Takeaway Food Services	Seats - Indoor	5	144.9713561	-37.81310178	"(-37.81310178, 144.9713561)"				
2017	56	101200	101200	222-244 Bourke Street	Melbourne (CBD)	Ramen Bankara	4511	Cafes and Restaurants	Seats - Indoor	50	144.9662952	-37.81272047	"(-37.81272047, 144.9662952)"				
2017	26	109418	109418	199-209 Collins Street	Melbourne (CBD)	Lobby Lounge	4511	Cafes and Restaurants	Seats - Outdoor	24	144.9674304	-37.81584777	"(-37.81584777, 144.9674304)"				
2017	12	103999	103999	1-13 William Street	Melbourne (CBD)	Williams Bar Cafe	4511	Cafes and Restaurants	Seats - Indoor	100	144.9595106	-37.81943285	"(-37.81943285, 144.9595106)"				
2017	64	103187	103187	219-233 Elizabeth Street	Melbourne (CBD)	Little Ramen Bar	4511	Cafes and Restaurants	Seats - Outdoor	6	144.9622831	-37.81321386	"(-37.81321386, 144.9622831)"				
2017	82	105458	105458	295-307 William Street	Melbourne (CBD)	Xtraction	4511	Cafes and Restaurants	Seats - Indoor	100	144.9558855	-37.81244731	"(-37.81244731, 144.9558855)"				
2017	13	103954	103954	381-387 Flinders Lane	Melbourne (CBD)	Travistock House Cafe	4511	Cafes and Restaurants	Seats - Outdoor	40	144.961389	-37.81825094	"(-37.81825094, 144.961389)"				
2017	218	106210	106210	316-318 Lygon Street	Carlton	Copperwood	4511	Cafes and Restaurants	Seats - Indoor	160	144.9676	-37.79962339	"(-37.79962339, 144.9676)"				
2017	802	575820	575820	1-9 Freshwater Place	Southbank	McDonald's	4511	Cafes and Restaurants	Seats - Indoor	54	144.962154	-37.82167834	"(-37.82167834, 144.962154)"				
2017	27	102067	102067	89-105 Collins Street	Melbourne (CBD)	Sushi Land	4512	Takeaway Food Services	Seats - Outdoor	10	144.9707498	-37.81492031	"(-37.81492031, 144.9707498)"				
2017	14	108114	108114	28-38 Queen Street	Melbourne (CBD)	Kenny's Bakery Cafe	4512	Takeaway Food Services	Seats - Indoor	8	144.9624375	-37.81798973	"(-37.81798973, 144.9624375)"				
2017	72	105375	105375	276-282 King Street	Melbourne (CBD)	Biryani Palace	4511	Cafes and Restaurants	Seats - Indoor	24	144.9548222	-37.81349786	"(-37.81349786, 144.9548222)"				
2017	808	108048	108048	91-93 Queens Bridge Street	Southbank	Sheila Baxter Training Centre Pty Ltd	8101	Technical and Vocational Education and Training	Seats - Outdoor	6	144.9609065	-37.82435995	"(-37.82435995, 144.9609065)"				
2017	813	110349	110349	1-23 City Road	Southbank	Testing Ground	4520	"Pubs, Taverns and Bars"	Seats - Outdoor	50	144.9675653	-37.82140276	"(-37.82140276, 144.9675653)"				
2017	424	109706	109706	297-307 Victoria Street	West Melbourne (Residential)	One Star Coffee Lounge	4511	Cafes and Restaurants	Seats - Outdoor	8	144.9513664	-37.80562951	"(-37.80562951, 144.9513664)"				
2017	434	109694	109694	215 Victoria Street	West Melbourne (Residential)	Don Camillo Cafe Bar Restaurant	4511	Cafes and Restaurants	Seats - Outdoor	9	144.954241	-37.80592219	"(-37.80592219, 144.954241)"				
2017	1	611394	611394	545-557 Flinders Street	Melbourne (CBD)	Eat Pizza Flinders Street	4512	Takeaway Food Services	Seats - Outdoor	4	144.9565185	-37.82099397	"(-37.82099397, 144.9565185)"				
2017	801	570811	570811	9 Riverside Quay	Southbank	Travelodge Southbank	4400	Accommodation	Seats - Indoor	96	144.9652401	-37.82133201	"(-37.82133201, 144.9652401)"				
2017	1103	632898	632898	706-738 Bourke Street	Docklands	Focaccino	4511	Cafes and Restaurants	Seats - Outdoor	18	144.9490176	-37.81792089	"(-37.81792089, 144.9490176)"				
2017	64	103187	103187	219-233 Elizabeth Street	Melbourne (CBD)	Saigon Fusion	4512	Takeaway Food Services	Seats - Outdoor	8	144.9622831	-37.81321386	"(-37.81321386, 144.9622831)"				
2017	206	103694	103694	235-237 Faraday Street	Carlton	New York Minute	4511	Cafes and Restaurants	Seats - Outdoor	24	144.9662956	-37.7988135	"(-37.7988135, 144.9662956)"				
2017	42	101156	101155	535 Bourke Street	Melbourne (CBD)	Doughboys Doughnuts	4512	Takeaway Food Services	Seats - Outdoor	8	144.9578132	-37.81636534	"(-37.81636534, 144.9578132)"				
2017	25	101789	101789	252-254 Flinders Lane	Melbourne (CBD)	Eurolane Cafe	4511	Cafes and Restaurants	Seats - Outdoor	6	144.9655966	-37.8166033	"(-37.8166033, 144.9655966)"				
2017	28	102063	102060	45 Collins Street	Melbourne (CBD)	Great Space Cafe	4511	Cafes and Restaurants	Seats - Outdoor	27	144.9726281	-37.81430616	"(-37.81430616, 144.9726281)"				
2017	63	108079	108079	221-231 Queen Street	Melbourne (CBD)	Ho's Cafe	4511	Cafes and Restaurants	Seats - Indoor	30	144.9597543	-37.81355361	"(-37.81355361, 144.9597543)"				
2017	803	111175	110477	8 Whiteman Street	Southbank	Spice Temple	4511	Cafes and Restaurants	Seats - Indoor	180	144.9586604	-37.82312164	"(-37.82312164, 144.9586604)"				
2017	1108	573414	573414	788-812 Bourke Street	Docklands	In A Rush 800	4511	Cafes and Restaurants	Seats - Indoor	56	144.9451224	-37.81888389	"(-37.81888389, 144.9451224)"				
2017	1103	632898	632898	706-738 Bourke Street	Docklands	Focaccino	4511	Cafes and Restaurants	Seats - Indoor	50	144.9490176	-37.81792089	"(-37.81792089, 144.9490176)"				
2017	245	104450	104450	251-257 Cardigan Street	Carlton	Rice Bar Not Only Rice	4511	Cafes and Restaurants	Seats - Outdoor	40	144.9651037	-37.80077102	"(-37.80077102, 144.9651037)"				
2017	38	102164	102164	56-64 Collins Street	Melbourne (CBD)	Cafe 60	4511	Cafes and Restaurants	Seats - Indoor	60	144.9716242	-37.81361885	"(-37.81361885, 144.9716242)"				
2017	66	105687	105687	195 Lonsdale Street	Melbourne (CBD)	@T Ease	4511	Cafes and Restaurants	Seats - Outdoor	10	144.9666305	-37.8112684	"(-37.8112684, 144.9666305)"				
2017	21	606461	606461	607-623 Collins Street	Melbourne (CBD)	Batman's Hill On Collins Hotel	4400	Accommodation	Seats - Indoor	175	144.95469	-37.81929312	"(-37.81929312, 144.95469)"				
2017	78	110715	580091	38-40 Lonsdale Street	Melbourne (CBD)	Madam's Kitchen	4511	Cafes and Restaurants	Seats - Indoor	46	144.9707325	-37.8091842	"(-37.8091842, 144.9707325)"				
2017	6	578320	573333	2 Swanston Street	Melbourne (CBD)	Crossbar Cafe	4511	Cafes and Restaurants	Seats - Indoor	50	144.9699175	-37.81784465	"(-37.81784465, 144.9699175)"				
2017	252	574431	106250	118 Lygon Street	Carlton	Grilled 118	4511	Cafes and Restaurants	Seats - Outdoor	20	144.9666993	-37.80443778	"(-37.80443778, 144.9666993)"				
2017	45	101143	101143	327-329 Bourke Street	Melbourne (CBD)	Causeway Inn On The Mall	4400	Accommodation	Seats - Indoor	56	144.9641605	-37.8143226	"(-37.8143226, 144.9641605)"				
2017	47	101118	101118	131-135 Bourke Street	Melbourne (CBD)	Heirloom	4511	Cafes and Restaurants	Seats - Indoor	113	144.9694638	-37.8130107	"(-37.8130107, 144.9694638)"				
2017	68	105668	105668	19-21 Lonsdale Street	Melbourne (CBD)	Lonsdale Coffee Delight	4511	Cafes and Restaurants	Seats - Indoor	27	144.9715313	-37.80981882	"(-37.80981882, 144.9715313)"				
2017	752	110734	110733	100 St Kilda Road	Southbank	Teatro	4511	Cafes and Restaurants	Seats - Outdoor	60	144.9682264	-37.82094188	"(-37.82094188, 144.9682264)"				
2017	58	105829	105829	37-41 Little Bourke Street	Melbourne (CBD)	Vamos	4511	Cafes and Restaurants	Seats - Indoor	100	144.9715059	-37.81083595	"(-37.81083595, 144.9715059)"				
2017	64	104659	104659	67-73 Hardware Lane	Melbourne (CBD)	The Mill	4511	Cafes and Restaurants	Seats - Indoor	60	144.960908	-37.81323451	"(-37.81323451, 144.960908)"				
2017	41	101160	101160	621-633 Bourke Street	Melbourne (CBD)	Royal Melbourne Hotel	4520	"Pubs, Taverns and Bars"	Seats - Indoor	200	144.955228	-37.81686695	"(-37.81686695, 144.955228)"				
2017	85	105746	105746	183-265 La Trobe Street	Melbourne (CBD)	Monkey King Bar	4511	Cafes and Restaurants	Seats - Outdoor	18	144.9630189	-37.81073331	"(-37.81073331, 144.9630189)"				
2017	47	101123	101123	165 Bourke Street	Melbourne (CBD)	Pintoh	4511	Cafes and Restaurants	Seats - Indoor	75	144.9686295	-37.81292544	"(-37.81292544, 144.9686295)"				
2017	93	110140	110140	330-352 William Street	Melbourne (CBD)	Brother Thomas Coffee	4511	Cafes and Restaurants	Seats - Outdoor	6	144.9565783	-37.81124428	"(-37.81124428, 144.9565783)"				
2017	46	101127	101127	143-153 Russell Street	Melbourne (CBD)	Simpsons Chips & Burgers	4512	Takeaway Food Services	Seats - Outdoor	6	144.9679684	-37.81310923	"(-37.81310923, 144.9679684)"				
2017	114	511518	511518	471 Elizabeth Street	Melbourne (CBD)	CY Sushi & Noodle	4511	Cafes and Restaurants	Seats - Indoor	34	144.9599508	-37.80794087	"(-37.80794087, 144.9599508)"				
2017	51	566659	566659	182-200 Spencer Street	Melbourne (CBD)	Itoya	4512	Takeaway Food Services	Seats - Indoor	4	144.9532987	-37.81625435	"(-37.81625435, 144.9532987)"				
2017	58	108987	108987	163-181 Spring Street	Melbourne (CBD)	Princess Theatre	9001	Performing Arts Operation	Seats - Outdoor	28	144.9723266	-37.81072571	"(-37.81072571, 144.9723266)"				
2017	43	108068	108068	111-129 Queen Street	Melbourne (CBD)	Lanai Restaurant & Bar	4511	Cafes and Restaurants	Seats - Indoor	80	144.9606367	-37.81581152	"(-37.81581152, 144.9606367)"				
2017	18	103919	103919	75-77 Flinders Lane	Melbourne (CBD)	Cafe Shots Espresso Bar	4511	Cafes and Restaurants	Seats - Outdoor	5	144.9722399	-37.81514512	"(-37.81514512, 144.9722399)"				
2017	85	105746	105746	183-265 La Trobe Street	Melbourne (CBD)	Strike Melbourne Central	9113	"Sports and Physical Recreation Venues, Grounds and Facilities Operation"	Seats - Indoor	50	144.9630189	-37.81073331	"(-37.81073331, 144.9630189)"				
2017	13	106438	106438	14-40 Market Street	Melbourne (CBD)	KCL (Koury's Coffee Lounge)	4511	Cafes and Restaurants	Seats - Indoor	35	144.9611339	-37.81848796	"(-37.81848796, 144.9611339)"				
2017	114	103233	103233	487 Elizabeth Street	Melbourne (CBD)	Podok Rempah	4511	Cafes and Restaurants	Seats - Outdoor	12	144.9597917	-37.80760291	"(-37.80760291, 144.9597917)"				
2017	13	110151	110151	22-38 William Street	Melbourne (CBD)	Shiraaz at CBD Fine Indian Cuisine	4511	Cafes and Restaurants	Seats - Indoor	90	144.9599653	-37.81877654	"(-37.81877654, 144.9599653)"				
2017	62	105862	105862	542-546 Little Bourke Street	Melbourne (CBD)	SMXL	4511	Cafes and Restaurants	Seats - Outdoor	9	144.9563672	-37.81477885	"(-37.81477885, 144.9563672)"				
2017	56	108538	108538	163-169 Russell Street	Melbourne (CBD)	Shanghai Dragon Dumpling House	4511	Cafes and Restaurants	Seats - Indoor	28	144.9676479	-37.81246709	"(-37.81246709, 144.9676479)"				
2017	48	101111	101111	51 Bourke Street	Melbourne (CBD)	The Mess Hall	4511	Cafes and Restaurants	Seats - Outdoor	24	144.9717967	-37.81200666	"(-37.81200666, 144.9717967)"				
2017	354	103526	103526	8 Errol Street	North Melbourne	Cafe Sabor	4511	Cafes and Restaurants	Seats - Indoor	20	144.949581	-37.80489366	"(-37.80489366, 144.949581)"				
2017	12	103998	103998	452-470 Flinders Street	Melbourne (CBD)	Shuji Sushi	4511	Cafes and Restaurants	Seats - Indoor	56	144.9586012	-37.81946849	"(-37.81946849, 144.9586012)"				
2017	606	104242	104242	63-65 George Street	East Melbourne	George Street Cafe	4511	Cafes and Restaurants	Seats - Indoor	35	144.9881843	-37.81575788	"(-37.81575788, 144.9881843)"				
2017	1102	611576	611576	1010 La Trobe Street	Docklands	Coffee n' all Customs House	4511	Cafes and Restaurants	Seats - Outdoor	36	144.9453402	-37.81453858	"(-37.81453858, 144.9453402)"				
2017	45	105961	105961	304-306 Little Collins Street	Melbourne (CBD)	Gordons Cafe & Bar	4511	Cafes and Restaurants	Seats - Outdoor	22	144.9643486	-37.81473293	"(-37.81473293, 144.9643486)"				
2017	741	110612	110612	113-129 Sturt Street	Southbank	Malthouse Kitchen	4511	Cafes and Restaurants	Seats - Indoor	100	144.9669591	-37.8271278	"(-37.8271278, 144.9669591)"				
2017	265	101581	101581	55 Cardigan Street	Carlton	Soul Soup Cafe	4512	Takeaway Food Services	Seats - Outdoor	25	144.9642791	-37.80543863	"(-37.80543863, 144.9642791)"				
2017	760	108645	108645	517 St Kilda Road	Melbourne (Remainder)	Locale Coffee	4512	Takeaway Food Services	Seats - Outdoor	9	144.9793123	-37.84459479	"(-37.84459479, 144.9793123)"				
2017	85	109303	109303	289-299 Swanston Street	Melbourne (CBD)	Guzman Y Gomez Swanston Street	4511	Cafes and Restaurants	Seats - Indoor	86	144.9642637	-37.8112271	"(-37.8112271, 144.9642637)"				
2017	72	110708	110707	535 Little Lonsdale Street	Melbourne (CBD)	Kenny's Bakery Cafe	4511	Cafes and Restaurants	Seats - Indoor	12	144.9560169	-37.8134766	"(-37.8134766, 144.9560169)"				
2017	67	103605	103605	231-233 Exhibition Street	Melbourne (CBD)	That Schnitzel Place	4512	Takeaway Food Services	Seats - Indoor	20	144.9695206	-37.81051104	"(-37.81051104, 144.9695206)"				
2017	32	102116	102116	516-520 Collins Street	Melbourne (CBD)	Feast @ 520	4511	Cafes and Restaurants	Seats - Indoor	42	144.9572629	-37.81780327	"(-37.81780327, 144.9572629)"				
2017	34	110670	110670	363-367 Little Collins Street	Melbourne (CBD)	That's Amore Bistro	4511	Cafes and Restaurants	Seats - Indoor	58	144.9628116	-37.81581721	"(-37.81581721, 144.9628116)"				
2017	11	108972	108972	10-22 Spencer Street	Melbourne (CBD)	Pensione Hotel Melbourne	4400	Accommodation	Seats - Indoor	40	144.9552421	-37.82050677	"(-37.82050677, 144.9552421)"				
2017	76	589841	105749	221 Little Lonsdale Street	Melbourne (CBD)	Papparich	4511	Cafes and Restaurants	Seats - Indoor	80	144.9657034	-37.810658	"(-37.810658, 144.9657034)"				
2017	11	103957	103957	517-537 Flinders Lane	Melbourne (CBD)	Delhi Streets	4511	Cafes and Restaurants	Seats - Indoor	28	144.9566017	-37.81988484	"(-37.81988484, 144.9566017)"				
2017	1105	605909	605909	705-715 Collins Street	Docklands	Chiara	4511	Cafes and Restaurants	Seats - Indoor	80	144.9511863	-37.82096812	"(-37.82096812, 144.9511863)"				
2017	61	642252	105718	639 Lonsdale Street	Melbourne (CBD)	Piccolo	4511	Cafes and Restaurants	Seats - Outdoor	9	144.9535531	-37.8153588	"(-37.8153588, 144.9535531)"				
2017	621	109655	109655	240-254 Victoria Parade	East Melbourne	Solah	4511	Cafes and Restaurants	Seats - Outdoor	12	144.9799791	-37.80919457	"(-37.80919457, 144.9799791)"				
2017	216	102714	102714	350-352 Drummond Street	Carlton	Markov	4511	Cafes and Restaurants	Seats - Indoor	65	144.9692712	-37.79771074	"(-37.79771074, 144.9692712)"				
2017	72	105727	105727	528-538 Lonsdale Street	Melbourne (CBD)	Peddler Tuck Shop CBD	4512	Takeaway Food Services	Seats - Indoor	14	144.9564217	-37.81365662	"(-37.81365662, 144.9564217)"				
2017	803	111175	110477	8 Whiteman Street	Southbank	Nobu Melbourne	4511	Cafes and Restaurants	Seats - Indoor	160	144.9586604	-37.82312164	"(-37.82312164, 144.9586604)"				
2017	57	101212	101212	152-158 Bourke Street	Melbourne (CBD)	Ginza Teppanyaki Japanese Restaurant	4511	Cafes and Restaurants	Seats - Indoor	80	144.9685359	-37.81206119	"(-37.81206119, 144.9685359)"				
2017	28	102063	102060	45 Collins Street	Melbourne (CBD)	Asian Pavillion	4511	Cafes and Restaurants	Seats - Indoor	14	144.9726281	-37.81430616	"(-37.81430616, 144.9726281)"				
2017	264	109322	109322	593-597 Swanston Street	Carlton	Queensberry Hotel	4520	"Pubs, Taverns and Bars"	Seats - Indoor	60	144.9629068	-37.80475348	"(-37.80475348, 144.9629068)"				
2017	354	103518	103518	44-50 Errol Street	North Melbourne	Reynoldo's	4511	Cafes and Restaurants	Seats - Indoor	150	144.9500439	-37.80411038	"(-37.80411038, 144.9500439)"				
2017	31	102109	102109	612-624 Collins Street	Melbourne (CBD)	Pallet Espresso	4511	Cafes and Restaurants	Seats - Outdoor	3	144.9543505	-37.81867544	"(-37.81867544, 144.9543505)"				
2017	861	102504	102504	175-177 Domain Road	South Yarra	Bacash	4511	Cafes and Restaurants	Seats - Indoor	100	144.9819451	-37.83430009	"(-37.83430009, 144.9819451)"				
2017	85	105746	105746	183-265 La Trobe Street	Melbourne (CBD)	Food Inc.	4511	Cafes and Restaurants	Seats - Outdoor	40	144.9630189	-37.81073331	"(-37.81073331, 144.9630189)"				
2017	270	664626	104468	230 Grattan Street	Parkville	Zambrero	4511	Cafes and Restaurants	Seats - Indoor	48	144.9612468	-37.79739836	"(-37.79739836, 144.9612468)"				
2017	2524	616034	616034	188 Bellair Street	Kensington	Fruits of Passion	4511	Cafes and Restaurants	Seats - Indoor	41	144.9299933	-37.79392952	"(-37.79392952, 144.9299933)"				
